market;date;
S&P 500;10/03/2021;3898,81
S&P 500;11/03/2021;3939,34
S&P 500;12/03/2021;3943,34
S&P 500;15/03/2021;3968,94
S&P 500;16/03/2021;3962,71
S&P 500;17/03/2021;3974,12
S&P 500;18/03/2021;3915,46
S&P 500;19/03/2021;3913,1
S&P 500;22/03/2021;3940,59
S&P 500;23/03/2021;3910,52
S&P 500;24/03/2021;3889,14
S&P 500;25/03/2021;3909,52
S&P 500;26/03/2021;3974,54
S&P 500;29/03/2021;3971,09
S&P 500;30/03/2021;3958,55
S&P 500;31/03/2021;3972,89
S&P 500;01/04/2021;4019,87
S&P 500;02/04/2021;
S&P 500;05/04/2021;4077,91
S&P 500;06/04/2021;4073,94
S&P 500;07/04/2021;4079,95
S&P 500;08/04/2021;4097,17
S&P 500;09/04/2021;4128,8
S&P 500;12/04/2021;4127,99
S&P 500;13/04/2021;4141,59
S&P 500;14/04/2021;4124,66
S&P 500;15/04/2021;4170,42
S&P 500;16/04/2021;4185,47
S&P 500;19/04/2021;4163,26
S&P 500;20/04/2021;4134,94
S&P 500;21/04/2021;4173,42
S&P 500;22/04/2021;4134,98
S&P 500;23/04/2021;4180,17
S&P 500;26/04/2021;4187,62
S&P 500;27/04/2021;4186,72
S&P 500;28/04/2021;4183,18
S&P 500;29/04/2021;4211,47
S&P 500;30/04/2021;4181,17
S&P 500;03/05/2021;4192,66
S&P 500;04/05/2021;4164,66
S&P 500;05/05/2021;4167,59
S&P 500;06/05/2021;4201,62
S&P 500;07/05/2021;4232,6
S&P 500;10/05/2021;4188,43
S&P 500;11/05/2021;4152,1
S&P 500;12/05/2021;4063,04
S&P 500;13/05/2021;4112,5
S&P 500;14/05/2021;4173,85
S&P 500;17/05/2021;4163,29
S&P 500;18/05/2021;4127,83
S&P 500;19/05/2021;4115,68
S&P 500;20/05/2021;4159,12
S&P 500;21/05/2021;4155,86
S&P 500;24/05/2021;4197,05
S&P 500;25/05/2021;4188,13
S&P 500;26/05/2021;4195,99
S&P 500;27/05/2021;4200,88
S&P 500;28/05/2021;4204,11
S&P 500;31/05/2021;
S&P 500;01/06/2021;4202,04
S&P 500;02/06/2021;4208,12
S&P 500;03/06/2021;4192,85
S&P 500;04/06/2021;4229,89
S&P 500;07/06/2021;4226,52
S&P 500;08/06/2021;4227,26
S&P 500;09/06/2021;4219,55
S&P 500;10/06/2021;4239,18
S&P 500;11/06/2021;4247,44
S&P 500;14/06/2021;4255,15
S&P 500;15/06/2021;4246,59
S&P 500;16/06/2021;4223,7
S&P 500;17/06/2021;4221,86
S&P 500;18/06/2021;4166,45
S&P 500;21/06/2021;4224,79
S&P 500;22/06/2021;4246,44
S&P 500;23/06/2021;4241,84
S&P 500;24/06/2021;4266,49
S&P 500;25/06/2021;4280,7
S&P 500;28/06/2021;4290,61
S&P 500;29/06/2021;4291,8
S&P 500;30/06/2021;4297,5
S&P 500;01/07/2021;4319,94
S&P 500;02/07/2021;4352,34
S&P 500;05/07/2021;
S&P 500;06/07/2021;4343,54
S&P 500;07/07/2021;4358,13
S&P 500;08/07/2021;4320,82
S&P 500;09/07/2021;4369,55
S&P 500;12/07/2021;4384,63
S&P 500;13/07/2021;4369,21
S&P 500;14/07/2021;4374,3
S&P 500;15/07/2021;4360,03
S&P 500;16/07/2021;4327,16
S&P 500;19/07/2021;4258,49
S&P 500;20/07/2021;4323,06
S&P 500;21/07/2021;4358,69
S&P 500;22/07/2021;4367,48
S&P 500;23/07/2021;4411,79
S&P 500;26/07/2021;4422,3
S&P 500;27/07/2021;4401,46
S&P 500;28/07/2021;4400,64
S&P 500;29/07/2021;4419,15
S&P 500;30/07/2021;4395,26
S&P 500;02/08/2021;4387,16
S&P 500;03/08/2021;4423,15
S&P 500;04/08/2021;4402,66
S&P 500;05/08/2021;4429,1
S&P 500;06/08/2021;4436,52
S&P 500;09/08/2021;4432,35
S&P 500;10/08/2021;4436,75
S&P 500;11/08/2021;4442,41
S&P 500;12/08/2021;4460,83
S&P 500;13/08/2021;4468
S&P 500;16/08/2021;4479,71
S&P 500;17/08/2021;4448,08
S&P 500;18/08/2021;4400,27
S&P 500;19/08/2021;4405,8
S&P 500;20/08/2021;4441,67
S&P 500;23/08/2021;4479,53
S&P 500;24/08/2021;4486,23
S&P 500;25/08/2021;4496,19
S&P 500;26/08/2021;4470
S&P 500;27/08/2021;4509,37
S&P 500;30/08/2021;4528,79
S&P 500;31/08/2021;4522,68
S&P 500;01/09/2021;4524,09
S&P 500;02/09/2021;4536,95
S&P 500;03/09/2021;4535,43
S&P 500;06/09/2021;
S&P 500;07/09/2021;4520,03
S&P 500;08/09/2021;4514,07
S&P 500;09/09/2021;4493,28
S&P 500;10/09/2021;4458,58
S&P 500;13/09/2021;4468,73
S&P 500;14/09/2021;4443,05
S&P 500;15/09/2021;4480,7
S&P 500;16/09/2021;4473,75
S&P 500;17/09/2021;4432,99
S&P 500;20/09/2021;4357,73
S&P 500;21/09/2021;4354,19
S&P 500;22/09/2021;4395,64
S&P 500;23/09/2021;4448,98
S&P 500;24/09/2021;4455,48
S&P 500;27/09/2021;4443,11
S&P 500;28/09/2021;4352,63
S&P 500;29/09/2021;4359,46
S&P 500;30/09/2021;4307,54
S&P 500;01/10/2021;4357,04
S&P 500;04/10/2021;4300,46
S&P 500;05/10/2021;4345,72
S&P 500;06/10/2021;4363,55
S&P 500;07/10/2021;4399,76
S&P 500;08/10/2021;4391,34
S&P 500;11/10/2021;4361,19
S&P 500;12/10/2021;4350,65
S&P 500;13/10/2021;4363,8
S&P 500;14/10/2021;4438,26
S&P 500;15/10/2021;4471,37
S&P 500;18/10/2021;4486,46
S&P 500;19/10/2021;4519,63
S&P 500;20/10/2021;4536,19
S&P 500;21/10/2021;4549,78
S&P 500;22/10/2021;4544,9
S&P 500;25/10/2021;4566,48
S&P 500;26/10/2021;4574,79
S&P 500;27/10/2021;4551,68
S&P 500;28/10/2021;4596,42
S&P 500;29/10/2021;4605,38
S&P 500;01/11/2021;4613,67
S&P 500;02/11/2021;4630,65
S&P 500;03/11/2021;4660,57
S&P 500;04/11/2021;4680,06
S&P 500;05/11/2021;4697,53
S&P 500;08/11/2021;4701,7
S&P 500;09/11/2021;4685,25
S&P 500;10/11/2021;4646,71
S&P 500;11/11/2021;4649,27
S&P 500;12/11/2021;4682,85
S&P 500;15/11/2021;4682,8
S&P 500;16/11/2021;4700,9
S&P 500;17/11/2021;4688,67
S&P 500;18/11/2021;4704,54
S&P 500;19/11/2021;4697,96
S&P 500;22/11/2021;4682,94
S&P 500;23/11/2021;4690,7
S&P 500;24/11/2021;4701,46
S&P 500;25/11/2021;
S&P 500;26/11/2021;4594,62
S&P 500;29/11/2021;4655,27
S&P 500;30/11/2021;4567
S&P 500;01/12/2021;4513,04
S&P 500;02/12/2021;4577,1
S&P 500;03/12/2021;4538,43
S&P 500;06/12/2021;4591,67
S&P 500;07/12/2021;4686,75
S&P 500;08/12/2021;4701,21
S&P 500;09/12/2021;4667,45
S&P 500;10/12/2021;4712,02
S&P 500;13/12/2021;4668,97
S&P 500;14/12/2021;4634,09
S&P 500;15/12/2021;4709,85
S&P 500;16/12/2021;4668,67
S&P 500;17/12/2021;4620,64
S&P 500;20/12/2021;4568,02
S&P 500;21/12/2021;4649,23
S&P 500;22/12/2021;4696,56
S&P 500;23/12/2021;4725,79
S&P 500;24/12/2021;
S&P 500;27/12/2021;4791,19
S&P 500;28/12/2021;4786,35
S&P 500;29/12/2021;4793,06
S&P 500;30/12/2021;4778,73
S&P 500;31/12/2021;4766,18
S&P 500;03/01/2022;4796,56
S&P 500;04/01/2022;4793,54
S&P 500;05/01/2022;4700,58
S&P 500;06/01/2022;4696,05
S&P 500;07/01/2022;4677,03
S&P 500;10/01/2022;4670,29
S&P 500;11/01/2022;4713,07
S&P 500;12/01/2022;4726,35
S&P 500;13/01/2022;4659,03
S&P 500;14/01/2022;4662,85
S&P 500;17/01/2022;
S&P 500;18/01/2022;4577,11
S&P 500;19/01/2022;4532,76
